_id|f001|f008|f040|f072|f190|f490|f550|f590|f680|fLDR
000060443||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNoël 2MGB"|||"aArie 2MGB##aRomanze 2MGB"||-----nz---22-----n--4500
000060444||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNonett 2MGB"|||||-----nz---22-----n--4500
000060445||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNonette 2MGB"|||||-----nz---22-----n--4500
000060446||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNotturno 2MGB"|||"aDivertimento 2MGB##aKassation 2MGB##aNocturne 2MGB##aSerenade 2MGB##aStändchen 2MGB"||-----nz---22-----n--4500
000060447||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNovelette 2MGB"|"aNovellette 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060448||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOde 2MGB"|||"aCarmen 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060449||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOffertorium 2MGB"|||"aAntiphon 2MGB wg##aGregorianischer Choral 2MGB wg##aLaudes 2MGB"||-----nz---22-----n--4500
000060450||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOpéra-ballet 2MGB"|||"aBallett 2MGB##aDivertissement 2MGB##aOper 2MGB"||-----nz---22-----n--4500
000060451||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOratorium 2MGB"|"aOratorio 2MGB"||"aActus musicus 2MGB##aAzione sacra 2MGB##aDialog 2MGB##aDramma sacro 2MGB##aHistoria 2MGB##aKantate 2MGB##aLauda 2MGB##aMadrigal 2MGB##aOper 2MGB##aPassion 2MGB##aRappresentazione sacra 2MGB"||-----nz---22-----n--4500
000060452||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOrganum 2MGB"|||"aMotette 2MGB"||-----nz---22-----n--4500
000060453||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOrgelmesse 2MGB"|||"aChoralbearbeitung 2MGB wg##aMesse 2MGB wg"||-----nz---22-----n--4500
000060454||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOuvertüre 2MGB"|"aOuverture 2MGB##aProlog (instrumental) 2MGB"||"aBallett 2MGB wg##aOper 2MGB wg##aOperette 2MGB wg##aOratorium 2MGB wg##aPräludium 2MGB##aSchauspielmusik 2MGB wg##aSinfonia 2MGB##aSuite 2MGB##aSinfonische Dichtung 2MGB##aVorspiel 2MGB"||-----nz---22-----n--4500
000060455||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOktett 2MGB"|||||-----nz---22-----n--4500
000060456||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPadoana 2MGB"|"aPadovana 2MGB##aPaduana 2MGB"||"aPavane 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060457||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPange lingua 2MGB"|"aTantum ergo 2MGB"||"aHymnus 2MGB wg"||-----nz---22-----n--4500
000060458||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aParaphrase 2MGB"|||||-----nz---22-----n--4500
000060459||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPartita 2MGB"|"aVariationen-Suite 2MGB"||"aChoralbearbeitung 2MGB##aSuite 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060460||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPaso doble 2MGB"|||"aArmeemarsch 2MGB##aPassacaglia 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060461||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPassacaglia 2MGB"|||"aChaconne 2MGB##aPaso doble 2MGB##aRitornell 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060462||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPassamezzo 2MGB"|||"aPavane 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060463||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPassion 2MGB"|||"aHistoria 2MGB##aLateinischer Choral 2MGB wg##aLiturgisches Drama 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060464||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPasticcio 2MGB"|||||-----nz---22-----n--4500
000060465||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPastorale 2MGB"|||"aSiciliano 2MGB##aOper 2MGB"||-----nz---22-----n--4500
000060466||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPater noster 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060467||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPavane 2MGB"|||"aPadoana 2MGB##aPassamezzo 2MGB##aTanz 2MGB wg##aTombeau 2MGB"||-----nz---22-----n--4500
000060468||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPerpetuum mobile 2MGB"|||||-----nz---22-----n--4500
000060469||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPlainte 2MGB"|||"aAllemande 2MGB##aLamento 2MGB##aTombeau 2MGB"||-----nz---22-----n--4500
000060470||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPolonaise 2MGB"|"aPolacca 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060471||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPolitisches Lied 2MGB"|||||-----nz---22-----n--4500
000060472||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPolka 2MGB"|||"aSchottisch 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060473||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPopmusik 2MGB"|"aRock 2MGB"||||-----nz---22-----n--4500
000060474||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPotpourri 2MGB"|||"aQuadrille 2MGB##aQuodlibet 2MGB"||-----nz---22-----n--4500
000060475||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPraeambulum 2MGB"|||"aInvention 2MGB##aPräludium 2MGB"||-----nz---22-----n--4500
000060476||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPräludium 2MGB"|"aPreludio 2MGB"||"aCapriccio 2MGB##aChoralbearbeitung 2MGB##aFantasie 2MGB##aIntonation 2MGB##aIntrada 2MGB##aOuvertüre 2MGB##aPraeambulum 2MGB##aPrélude 2MGB##aRicercar 2MGB##aSonata da camera 2MGB wg##aSuite 2MGB wg##aTiento 2MGB##aToccata 2MGB##aVoluntary 2MGB##aVorspiel 2MGB"||-----nz---22-----n--4500
000060477||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPrélude 2MGB"|||"aCharakterstück 2MGB##aPräludium 2MGB"||-----nz---22-----n--4500
000060479||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPsalm 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060481||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTanz 2MGB"|||"aBallett 2MGB##aSuite 2MGB"||-----nz---22-----n--4500
000060482||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aQuadrille 2MGB"|"aWalzer-Quadrille 2MGB"||"aContredanse 2MGB##aPotpourri 2MGB##aSquare dance 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060483||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aQuartett 2MGB"|||"aSonate 2MGB"||-----nz---22-----n--4500
000060484||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aQuodlibet 2MGB"|||"aEnsalada 2MGB##aPotpourri 2MGB"||-----nz---22-----n--4500
000060485||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRagtime 2MGB"|||"aJazz 2MGB wg"||-----nz---22-----n--4500
000060486||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRappresentazione sacra 2MGB"|"aSacra rappresentazione 2MGB"||"aMysterienspiel 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060487||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRécit 2MGB"|||"aAir 2MGB##aRezitativ 2MGB"||-----nz---22-----n--4500
000060488||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aReigenlied 2MGB"|||||-----nz---22-----n--4500
000060489||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRequiem 2MGB"|||"aLateinischer Choral 2MGB wg##aMesse 2MGB"||-----nz---22-----n--4500
000060490||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aResponsorium 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060491||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aZapfenstreich 2MGB"|"aRetraite 2MGB##aRitirata 2MGB"||"aMarsch 2MGB wg"||-----nz---22-----n--4500
000060492||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRevue 2MGB"|||"aMusical 2MGB##aOperette 2MGB"||-----nz---22-----n--4500
000060493||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRhapsodie 2MGB"|||"aCharakterstück 2MGB##aFantasie 2MGB"||-----nz---22-----n--4500
000060494||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRicercar 2MGB"|||"aCapriccio 2MGB##aChoralbearbeitung 2MGB##aFantasie 2MGB##aFuge 2MGB##aIntonation 2MGB##aKanzone 2MGB##aPräludium 2MGB##aTiento 2MGB"||-----nz---22-----n--4500
000060495||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRigaudon 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060496||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRitornell 2MGB"|||"aKantate 2MGB##aKanzonette 2MGB wg##aMadrigal 2MGB##aOper 2MGB wg##aPassacaglia 2MGB##aSinfonia 2MGB"||-----nz---22-----n--4500
000060497||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRockoper 2MGB"|||"aOper 2MGB"||-----nz---22-----n--4500
000060498||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRomanesca 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060499||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRomanze 2MGB"|||"aAir 2MGB##aCharakterstück 2MGB##aLied 2MGB##aNoel 2MGB"||-----nz---22-----n--4500
000060501||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRondeau 2MGB"|||"aChanson 2MGB##aLied 2MGB##aRondo 2MGB"||-----nz---22-----n--4500
000060502||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRondellus 2MGB"|||"aKanon 2MGB"||-----nz---22-----n--4500
000060504||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRumba 2MGB"|||"aCha-Cha-Cha 2MGB##aMambo 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060505||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSalonmusik 2MGB"|||||-----nz---22-----n--4500
000060506||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSalsa 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060507||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSainete 2MGB"|||"aIntermedium 2MGB##aTonadilla 2MGB##aZarzuela 2MGB"||-----nz---22-----n--4500
000060508||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSaltarello 2MGB"|||"aGalliarde 2MGB##aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060510||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSamba 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060511||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSanctus 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060512||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSarabande 2MGB"|||"aChaconne 2MGB##aSonata da camera 2MGB wg##aSuite 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060513||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSchauspielmusik 2MGB"|"aZwischenaktmusik 2MGB"||"aBühnenmusik 2MGB##aHörspielmusik 2MGB"||-----nz---22-----n--4500
000060514||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aScherzo 2MGB"|||"aCapriccio 2MGB##aKanzonette 2MGB##aMenuett 2MGB##aSonate 2MGB wg##aSinfonie 2MGB wg"||-----nz---22-----n--4500
000060515||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSchlager 2MGB"|||"aGassenhauer 2MGB"||-----nz---22-----n--4500
000060516||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSchottisch 2MGB"|||"aPolka 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060517||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSchrammelmusik 2MGB"|||||-----nz---22-----n--4500
000060518||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSchuloper 2MGB"|"aSchuldrama 2MGB"||"aOper 2MGB"||-----nz---22-----n--4500
000060519||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSeemannslied 2MGB"|||||-----nz---22-----n--4500
000060520||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSeptett 2MGB"|||||-----nz---22-----n--4500
000060521||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSerenade 2MGB"|"aSerenata (instrumental) 2MGB"||"aDivertimento 2MGB##aKassation 2MGB##aNotturno 2MGB##aSuite 2MGB##aStändchen 2MGB##aSinfonie 2MGB"||-----nz---22-----n--4500
000060522||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSerenata 2MGB"|"aSerenade (vokal) 2MGB"||"aKantate 2MGB##aOper 2MGB"||-----nz---22-----n--4500
000060523||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSiciliano 2MGB"|||"aPastorale 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060528||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSinfonia 2MGB"|"aSymphonia (vokal) 2MGB"||"aInvention 2MGB##aKantate 2MGB wg##aOper 2MGB wg##aOuvertüre 2MGB##aRitornell 2MGB##aSonate 2MGB##aSuite 2MGB wg##aSinfonie 2MGB"||-----nz---22-----n--4500
000060529||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSinfonie 2MGB"|"aSinfonia (Zyklus) 2MGB##aSymphonia (instrumental) 2MGB##aSymphonie 2MGB"||"aDivertimento 2MGB##aKassation 2MGB##aKonzert 2MGB##aSerenade 2MGB##aSinfonia 2MGB##aSinfonische Dichtung 2MGB"||-----nz---22-----n--4500
000060530||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSinfonietta 2MGB"|||"aSinfonie 2MGB wg"||-----nz---22-----n--4500
000060533||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSkizze 2MGB"|"aEsquisse 2MGB"||||-----nz---22-----n--4500
000060534||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSoldatengesang 2MGB"|||||-----nz---22-----n--4500
000060536||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSonata da camera 2MGB"|||"aSonate 2MGB wg##aSuite 2MGB"||-----nz---22-----n--4500
000060538||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSonata da chiesa 2MGB"|"aKirchensonate 2MGB"||"aFuge 2MGB##aSonate 2MGB wg"||-----nz---22-----n--4500
000060540||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSonate 2MGB"|"aTriosonate 2MGB"||"aDivertimento 2MGB##aDuo 2MGB##aKanzone 2MGB##aQuartett 2MGB##aQuintett 2MGB##aSinfonia 2MGB##aSuite 2MGB"||-----nz---22-----n--4500
000060541||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSonatine 2MGB"|||"aSonate 2MGB wg"||-----nz---22-----n--4500
000060542||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSong 2MGB"|||"aBänkelsang 2MGB##aChanson 2MGB##aCouplet 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060543||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSquare dance 2MGB"|||"aQuadrille 2MGB##aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060544||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStabat mater 2MGB"|||"aSequenz 2MGB"||-----nz---22-----n--4500
000060545||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStändchen 2MGB"|||"aNotturno 2MGB##aSerenade 2MGB"||-----nz---22-----n--4500
000060546||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStimmungslied 2MGB"|||||-----nz---22-----n--4500
000060547||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStrambotto 2MGB"|||||-----nz---22-----n--4500
000060548||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStudentenlied 2MGB"|||||-----nz---22-----n--4500
000060549||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStudie 2MGB"|||||-----nz---22-----n--4500
000060551||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSinfonische Dichtung 2MGB"|||"aOuvertüre 2MGB##aSinfonie 2MGB"||-----nz---22-----n--4500
000060552||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTambourin 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060553||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTango 2MGB"|||"aHabanera 2MGB##aFlamenco 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060554||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTarantella 2MGB"|||"aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060555||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTerzett 2MGB"|||"aTrio 2MGB"||-----nz---22-----n--4500
000060556||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTiento 2MGB"|||"aFantasie 2MGB##aFuge 2MGB##aPräludium 2MGB##aRicercar 2MGB"||-----nz---22-----n--4500
000060557||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aToccata 2MGB"|||"aCapriccio 2MGB##aIntonation 2MGB##aPräludium 2MGB"||-----nz---22-----n--4500
000060560||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTonadilla 2MGB"|||"aIntermedium 2MGB##aLied 2MGB##aSainete 2MGB"||-----nz---22-----n--4500
000060561||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTractus 2MGB"|||"aCantus 2MGB##aGregorianischer Choral 2MGB wg##aResponsorium 2MGB wg"||-----nz---22-----n--4500
000060562||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTragédie lyrique 2MGB"|"aTragédie en musique 2MGB"||"aBallet de cour 2MGB##aComédie-ballet 2MGB##aDivertissement 2MGB##aOper 2MGB"||-----nz---22-----n--4500
000060563||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTrinklied 2MGB"|||||-----nz---22-----n--4500
000060564||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTrio 2MGB"|||"aTerzett 2MGB"||-----nz---22-----n--4500
000060565||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTrobadors-Gesang 2MGB"|"aTroubadours-Gesang 2MGB"||||-----nz---22-----n--4500
000060566||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTroparion 2MGB"|||||-----nz---22-----n--4500
000060567||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTropus 2MGB"|||"aCantilena 2MGB##aFarce 2MGB##aKirchenlied (lateinisch) 2MGB wg##aLiturgisches Drama 2MGB"||-----nz---22-----n--4500
000060568||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTrouvères-Gesang 2MGB"|||||-----nz---22-----n--4500
000060569||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVaudeville 2MGB"|"aVoix de ville 2MGB"||"aChanson 2MGB##aFarce 2MGB##aFinale 2MGB##aLiederspiel 2MGB##aOper 2MGB wg"||-----nz---22-----n--4500
000060570||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVersikel 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060571||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVersus 2MGB"|||"aCantio 2MGB##aConductus 2MGB##aHymnus 2MGB##aKirchenlied (lateinisch) 2MGB wg"||-----nz---22-----n--4500
000060572||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVesper 2MGB"|||"aOfficium 2MGB wg"||-----nz---22-----n--4500
000060573||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVillancico 2MGB"|||"aEgloga 2MGB##aKantate 2MGB"||-----nz---22-----n--4500
000060574||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVirelai 2MGB"|||"aBallata (vokal) 2MGB##aCarol 2MGB##aChanson 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060575||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVokalise 2MGB"|||"aLied 2MGB"||-----nz---22-----n--4500
000060576||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVolkslied 2MGB"|||"aLied 2MGB##aVolkstanz 2MGB"||-----nz---22-----n--4500
000060577||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVolksmusik 2MGB"|||||-----nz---22-----n--4500
000060578||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVolkstanz 2MGB"|||"aTanz 2MGB wg##aVolkslied 2MGB"||-----nz---22-----n--4500
000060579||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVolkstümliche Musik 2MGB"|||||-----nz---22-----n--4500
000060580||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVolta 2MGB"|"aVolte 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060581||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVoluntary 2MGB"|||"aPräludium 2MGB"||-----nz---22-----n--4500
000060582||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVorspiel 2MGB"|||"aOper 2MGB wg##aOuvertüre 2MGB##aPräludium 2MGB"||-----nz---22-----n--4500
000060583||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aWalzer 2MGB"|"aWiener Walzer 2MGB"||"aBoston 2MGB##aDeutscher Tanz 2MGB##aLändler 2MGB##aMusette 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060584||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aWanderlied 2MGB"|||||-----nz---22-----n--4500
000060585||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aWeihnachtslied 2MGB"|||"aLied 2MGB"||-----nz---22-----n--4500
000060586||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aWeltmusik 2MGB"|||||-----nz---22-----n--4500
000060587||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aZarzuela 2MGB"|||"aEgloga 2MGB##aOper 2MGB##aSainete 2MGB"||-----nz---22-----n--4500
000060588||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aQuintett 2MGB"|||"aSonate 2MGB"||-----nz---22-----n--4500
000060616||040421---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFughette 2MGB"|||"aFuge 2MGB"||-----nz---22-----n--4500
000060619||040419---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aRondo 2MGB"|||"aRondeau 2MGB"||-----nz---22-----n--4500
000063549||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qWaterphone 2MGB"|"qAquaphon 2MGB"||"qSchlagzeug 2MGB"|"iSchlagzeuginstrument: Idiophon (atonales Obertoninstrument)"|-----nz---22-----n--4500
000063550||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qPosaune 2MGB"|"qBassposaune 2MGB"||"qAltes Instrument 2MGB##qBlasinstrument 2MGB##qBig band 2MGB##qBlechblasinstrument 2MGB##qBlechblasorchester 2MGB##qPosaune elektrisch verstärkt 2MGB"||-----nz---22-----n--4500
000063551||030630---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qBlechblasinstrument 2MGB"|"qBlechbläser 2MGB"||"qAltes Instrument 2MGB##qBig band 2MGB##qBlasinstrument 2MGB##qBlechblasorchester 2MGB"||-----nz---22-----n--4500
000063553||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qHolzblasinstrument 2MGB"|"qHolzbläser 2MGB"||"qAltes Instrument 2MGB##qBlasinstrument 2MGB##qBig band 2MGB##qHarmoniemusik 2MGB"|"iNur wenn beliebig oder unbekannt"|-----nz---22-----n--4500
000063556||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qVioloncello 2MGB"|"qCello 2MGB##qBarockcello 2MGB##qVioloncello piccolo 2MGB"||"qE-Violoncello 2MGB##qVioloncello elektrisch verstärkt 2MGB##qAltes Instrument 2MGB##qBasso continuo 2MGB##qStreichorchester 2MGB##qStreichinstrument 2MGB##qSaiteninstrument 2MGB##qArpeggione 2MGB##qBaryton 2MGB##qViola da gamba 2MGB"||-----nz---22-----n--4500
000063559||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qChromelodeon 2MGB"|||"qAkkordinstrument 2MGB##qSaiteninstrument 2MGB##qTasteninstrument 2MGB"|"iVerändertes Klavierinstrument"|-----nz---22-----n--4500
000063561||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qDọmra 2MGB"|"qDambura 2MGB##qDombra 2MGB##qDömbra 2MGB##qDumbrak 2MGB"||"qZupfinstrument 2MGB##qLaute 2MGB"|"iRussische Langhalslaute"|-----nz---22-----n--4500
000063563||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qDiltar 2MGB"|||"qZupfinstrument 2MGB##qLaute 2MGB"|iLauteninstrument|-----nz---22-----n--4500
000063565||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qDutār 2MGB"|||"qZupfinstrument 2MGB##qLaute 2MGB"|iLanghalslaute|-----nz---22-----n--4500
000063620||030630---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qRadio 2MGB"|"qKurzwellenempfänger 2MGB"||||-----nz---22-----n--4500
